,blockid,addrptid,strctid,x,y,huestimate,residential
515,410079507001014,41007021264001001S001001A,41007021264001001S,-123.905570984,46.0106468201,1,1
516,410079511001025,41007021265001001S001001A,41007021265001001S,-123.900726318,46.0109596252,1,1
517,410079509001014,41007021266001001S001001A,41007021266001001S,-123.913101196,46.0105476379,1,1
518,410079511001025,41007021267001001S001001A,41007021267001001S,-123.900741577,46.0109062195,1,1
519,410079511001025,41007021268001001S001001A,41007021268001001S,-123.900794983,46.0109176636,1,1
520,410079509001020,41007021270001001S002001A,41007021270001001S,-123.917106628,46.0103225708,2,1
522,410079509001020,41007021271001001S002001A,41007021271001001S,-123.916389465,46.010269165,2,1
524,410079509001020,41007021272001001S002001A,41007021272001001S,-123.916053772,46.0102500916,2,1
526,410079509001020,41007021273001001S001001A,41007021273001001S,-123.91570282,46.0102310181,1,1
527,410079509001020,41007021276001001S001001A,41007021276001001S,-123.915313721,46.0102844238,1,1
528,410079511001025,41007021278001001S001001A,41007021278001001S,-123.900894165,46.0107307434,1,1
529,410079509001015,41007021279001001S001001A,41007021279001001S,-123.913978577,46.0100898743,1,1
530,410079509001015,41007021280001001S001001A,41007021280001001S,-123.913330078,46.0100440979,1,1
531,410079509001015,41007021281001001S001001A,41007021281001001S,-123.914535522,46.0100669861,1,1
532,410079511001025,41007021282001001S001001A,41007021282001001S,-123.900863647,46.0106887817,1,1
533,410079509001020,41007021283001001S003001A,41007021283001001S,-123.917549133,46.0099945068,3,1
536,410079511001025,41007021285001001S001001A,41007021285001001S,-123.9008255,46.0106544495,1,1
537,410079511001025,41007021287001001S001001A,41007021287001001S,-123.900794983,46.0106163025,1,1
538,410079509001020,41007021288001001S001001A,41007021288001001S,-123.915367126,46.0101089478,1,1
539,410079511001025,41007021289001001S001001A,41007021289001001S,-123.900749207,46.0105819702,1,1
540,410079511001025,41007021290001001S001001A,41007021290001001S,-123.900726318,46.0105438232,1,1
541,410079511001025,41007021291001001S001001A,41007021291001001S,-123.900680542,46.010509491,1,1
542,410079509001020,41007021292001001S002001A,41007021292001001S,-123.916740417,46.0099105835,2,1
544,410079511001025,41007021296001001S001001A,41007021296001001S,-123.900650024,46.0104675293,1,1
545,410079509001020,41007021297001001S001001A,41007021297001001S,-123.916366577,46.0098686218,1,1
546,410079511001036,41007021298001001S002001A,41007021298001001S,-123.906616211,46.0097732544,2,1
548,410079509001015,41007021299001001S001001A,41007021299001001S,-123.914916992,46.0098838806,1,1
549,410079511001036,41007021301001001S001001A,41007021301001001S,-123.90612793,46.0101318359,1,1
550,410079511001036,41007021302001001S001001A,41007021302001001S,-123.90574646,46.0101051331,1,1
551,410079509001020,41007021303001001S001001A,41007021303001001S,-123.917739868,46.0097351074,1,1
552,410079509001020,41007021306001001S001001A,41007021306001001S,-123.916053772,46.0098342896,1,1
553,410079509001020,41007021307001001S001001A,41007021307001001S,-123.915771484,46.0098266602,1,1
554,410079509001015,41007021310001001S001001A,41007021310001001S,-123.915077209,46.0097084045,1,1
555,410079509001020,41007021312001001S001001A,41007021312001001S,-123.916770935,46.0096588135,1,1
556,410079509001015,41007021315001001S001001A,41007021315001001S,-123.914451599,46.0093955994,1,1
557,410079509001020,41007021317001001S001001A,41007021317001001S,-123.916389465,46.0096130371,1,1
558,410079509001020,41007021318001001S001001A,41007021318001001S,-123.917816162,46.0094451904,1,1
559,410079509001020,41007021319001001S001001A,41007021319001001S,-123.916061401,46.0095977783,1,1
560,410079509001015,41007021322001001S001001A,41007021322001001S,-123.915107727,46.00938797,1,1
561,410079509001020,41007021327001001S001001A,41007021327001001S,-123.916854858,46.0093193054,1,1
562,410079509001020,41007021328001001S001001A,41007021328001001S,-123.917602539,46.0092124939,1,1
563,410079509001020,41007021330001001S001001A,41007021330001001S,-123.916519165,46.0093002319,1,1
564,410079509001020,41007021333001001S001001A,41007021333001001S,-123.917778015,46.0090522766,1,1
565,410079509001020,41007021337001001S002001A,41007021337001001S,-123.917999268,46.0088539124,2,1
567,410079511001027,41007021345001001S001001A,41007021345001001S,-123.898193359,46.0094985962,1,1
568,410079511001036,41007021350001001S002001A,41007021350001001S,-123.907249451,46.0089149475,2,1
570,410079511001027,41007021354001001S001001A,41007021354001001S,-123.898117065,46.0093231201,1,1
571,410079509001020,41007021355001001S002001A,41007021355001001S,-123.918121338,46.0085906982,2,1
573,410079511001027,41007021358001001S001001A,41007021358001001S,-123.897911072,46.0091400146,1,1
574,410079511001032,41007021361001001S001001A,41007021361001001S,-123.909812927,46.0085601807,1,1
575,410079511001027,41007021367001001S001001A,41007021367001001S,-123.897277832,46.0090370178,1,1
576,410079509001020,41007021374001001S002001A,41007021374001001S,-123.918182373,46.0082359314,2,1
578,410079511001027,41007021377001001S001001A,41007021377001001S,-123.89931488,46.0088157654,1,1
579,410079509001015,41007021379001001S001001A,41007021379001001S,-123.917160034,46.008228302,1,1
580,410079511001027,41007021385001001S002001A,41007021385001001S,-123.899116516,46.0086402893,2,1
582,410079509001017,41007021397001001S001001A,41007021397001001S,-123.911819458,46.0078239441,1,1
583,410079509001015,41007021401001001S001001A,41007021401001001S,-123.917312622,46.0078315735,1,1
584,410079509001020,41007021403001001S002001A,41007021403001001S,-123.918251038,46.0078353882,2,1
586,410079511001032,41007021404001001S001001A,41007021404001001S,-123.909698486,46.0078926086,1,1
587,410079509001015,41007021410001001S001001A,41007021410001001S,-123.915306091,46.0078392029,1,1
588,410079511001027,41007021421001001S001001A,41007021421001001S,-123.898330688,46.0081100464,1,1
589,410079511001027,41007021427001001S001001A,41007021427001001S,-123.900558472,46.0078773499,1,1
590,410079511001027,41007021435001001S001001A,41007021435001001S,-123.898742676,46.0077781677,1,1
591,410079511001032,41007021439001001S001001A,41007021439001001S,-123.910949707,46.0074539185,1,1
592,410079511001032,41007021442001001S001001A,41007021442001001S,-123.910385132,46.0073394775,1,1
593,410079511001032,41007021443001001S001001A,41007021443001001S,-123.910057068,46.0073394775,1,1
594,410079509001015,41007021446001001S008001A,41007021446001001S,-123.916748047,46.0064277649,8,1
602,410079511001027,41007021449001001S001001A,41007021449001001S,-123.89957428,46.0076408386,1,1
603,410079511001027,41007021452001001S001001A,41007021452001001S,-123.899078369,46.0076293945,1,1
604,410079511001032,41007021461001001S001001A,41007021461001001S,-123.910957336,46.0072059631,1,1
605,410079509001017,41007021464001001S001001A,41007021464001001S,-123.911804199,46.0070915222,1,1
606,410079511001027,41007021469001001S001001A,41007021469001001S,-123.900222778,46.0071907043,1,1
607,410079511001032,41007021475001001S001001A,41007021475001001S,-123.911102295,46.0068435669,1,1
608,410079511001032,41007021477001001S001001A,41007021477001001S,-123.910728455,46.0067176819,1,1
609,410079511001032,41007021478001001S002001A,41007021478001001S,-123.910369873,46.0067176819,2,1
611,410079509001017,41007021479001001S001001A,41007021479001001S,-123.911781311,46.0066947937,1,1
612,410079511001032,41007021480001001S001001A,41007021480001001S,-123.909988403,46.0067176819,1,1
613,410079509005004,41007021482001001S001001A,41007021482001001S,-123.924064636,46.0062599182,1,1
614,410079509005004,41007021483001001S004001A,41007021483001001S,-123.922821045,46.0060691833,4,1
618,410079511001032,41007021487001001S001001A,41007021487001001S,-123.911117554,46.0065994263,1,1
619,410079509005004,41007021491001001S001001A,41007021491001001S,-123.925994873,46.0060424805,1,1
620,410079509001017,41007021492001001S002001A,41007021492001001S,-123.912063599,46.0062217712,2,1
622,410079511001032,41007021493001001S001001A,41007021493001001S,-123.911155701,46.0062980652,1,1
623,410079511001032,41007021494001001S001001A,41007021494001001S,-123.909713745,46.00598526,1,1
624,410079509001020,41007021496001001S001001A,41007021496001001S,-123.918464661,46.0061569214,1,1
625,410079509005004,41007021499001001S001001A,41007021499001001S,-123.92603302,46.0059051514,1,1
626,410079509005004,41007021505001001S001001A,41007021505001001S,-123.926063538,46.005771637,1,1
627,410079509001020,41007021508001001S002001A,41007021508001001S,-123.918640137,46.0058288574,2,1
629,410079509005004,41007021510001001S001001A,41007021510001001S,-123.925720215,46.0056190491,1,1
630,410079509005004,41007021511001001S001001A,41007021511001001S,-123.926094055,46.0056343079,1,1
631,410079509005004,41007021512001001S001001A,41007021512001001S,-123.925430298,46.0055847168,1,1
632,410079511001032,41007021513001001S001001A,41007021513001001S,-123.911277771,46.0060272217,1,1
633,410079509005004,41007021514001001S001001A,41007021514001001S,-123.925132751,46.0055503845,1,1
634,410079511001027,41007021515001001S035001A,41007021515001001S,-123.906669617,46.0054244995,35,1
669,410079509005004,41007021516001001S002001A,41007021516001001S,-123.924842834,46.0055160522,2,1
671,410079509001017,41007021518001001S001001A,41007021518001001S,-123.911987305,46.0058860779,1,1
672,410079509005004,41007021519001001S001001A,41007021519001001S,-123.926132202,46.0055007935,1,1
673,410079511001027,41007021520010001S001001A,41007021520010001S,-123.903778076,46.0038871765,1,1
674,410079511001027,41007021520010002S001001A,41007021520010002S,-123.903778076,46.0038871765,1,1
675,410079511001027,41007021520010003S001001A,41007021520010003S,-123.903778076,46.0038871765,1,1
676,410079511001027,41007021520010004S001001A,41007021520010004S,-123.903778076,46.0038871765,1,1
677,410079511001027,41007021520010005S001001A,41007021520010005S,-123.903778076,46.0038871765,1,1
678,410079511001027,41007021520010006S001001A,41007021520010006S,-123.903778076,46.0038871765,1,1
679,410079511001027,41007021520010007S001001A,41007021520010007S,-123.903778076,46.0038871765,1,1
680,410079511001027,41007021520010008S001001A,41007021520010008S,-123.903778076,46.0038871765,1,1
681,410079511001027,41007021520010009S001001A,41007021520010009S,-123.903778076,46.0038871765,1,1
682,410079511001027,41007021520010010S001001A,41007021520010010S,-123.903778076,46.0038871765,1,1
683,410079511001032,41007021526001001S001001A,41007021526001001S,-123.911323547,46.0057525635,1,1
684,410079509005007,41007021528001001S002001A,41007021528001001S,-123.926177979,46.005317688,2,1
686,410079509001017,41007021529001001S001001A,41007021529001001S,-123.912780762,46.0056381226,1,1
687,410079509005012,41007021530001001S001001A,41007021530001001S,-123.925697327,46.0053100586,1,1
688,410079509005012,41007021532001001S001001A,41007021532001001S,-123.925422668,46.0052070618,1,1
689,410079509005012,41007021534001001S001001A,41007021534001001S,-123.925224304,46.0051841736,1,1
690,410079509001020,41007021535001001S001001A,41007021535001001S,-123.918731689,46.0054512024,1,1
691,410079509005012,41007021536001001S001001A,41007021536001001S,-123.925033569,46.0051612854,1,1
692,410079509001015,41007021537001001S001001A,41007021537001001S,-123.917877197,46.0053520203,1,1
693,410079509005007,41007021538001001S001001A,41007021538001001S,-123.926216125,46.0051498413,1,1
694,410079509001015,41007021541001001S001001A,41007021541001001S,-123.917358398,46.005355835,1,1
695,410079509005012,41007021542001001S002001A,41007021542001001S,-123.924835205,46.0051383972,2,1
697,410079509001015,41007021543001001S001001A,41007021543001001S,-123.917060852,46.005355835,1,1
698,410079509001015,41007021544001001S001001A,41007021544001001S,-123.916862488,46.005355835,1,1
699,410079509005004,41007021549001001S001001A,41007021549001001S,-123.924369812,46.005153656,1,1
700,410079509001020,41007021554001001S002001A,41007021554001001S,-123.918792725,46.0052833557,2,1
702,410079509001017,41007021556001001S001001A,41007021556001001S,-123.913299561,46.0052986145,1,1
703,410079509005004,41007021558002001S001001A,41007021558002001S,-123.924095154,46.0050506592,1,1
704,410079509005004,41007021558002002S001001A,41007021558002002S,-123.924095154,46.0050506592,1,1
705,410079509005012,41007021559001001S001001A,41007021559001001S,-123.925872803,46.0049819946,1,1
706,410079509001017,41007021560002001S001001A,41007021560002001S,-123.912216187,46.0053100586,1,1
707,410079509001017,41007021560002002S001001A,41007021560002002S,-123.912216187,46.0053100586,1,1
708,410079509005007,41007021561001001S002001A,41007021561001001S,-123.926261902,46.0049667358,2,1
710,410079509005012,41007021562001001S001001A,41007021562001001S,-123.925582886,46.0049476624,1,1
711,410079511001032,41007021563001001S001001A,41007021563001001S,-123.910102844,46.0050964355,1,1
712,410079509005004,41007021564001001S001001A,41007021564001001S,-123.92440033,46.0050163269,1,1
713,410079509005012,41007021565001001S001001A,41007021565001001S,-123.925292969,46.0049133301,1,1
714,410079509005012,41007021566001001S001001A,41007021566001001S,-123.925094604,46.0048904419,1,1
715,410079509001020,41007021567001001S002001A,41007021567001001S,-123.918830872,46.0051460266,2,1
717,410079509005012,41007021568001001S001001A,41007021568001001S,-123.92490387,46.0048675537,1,1
718,410079509005004,41007021570001001S001001A,41007021570001001S,-123.924438477,46.0048828125,1,1
719,410079509001020,41007021571001001S001001A,41007021571001001S,-123.9190979,46.0048980713,1,1
720,410079509001020,41007021572001001S001001A,41007021572001001S,-123.918800354,46.005027771,1,1
721,410079509005010,41007021574001001S001001A,41007021574001001S,-123.926307678,46.0047721863,1,1
722,410079509005004,41007021575001001S001001A,41007021575001001S,-123.924163818,46.0047798157,1,1
723,410079509001019,41007021576001001S001001A,41007021576001001S,-123.918128967,46.0050010681,1,1
724,410079509001019,41007021578001001S002001A,41007021578001001S,-123.917732239,46.0049209595,2,1
726,410079509001019,41007021579001001S001001A,41007021579001001S,-123.917541504,46.004940033,1,1
727,410079509001019,41007021580001001S001001A,41007021580001001S,-123.91734314,46.004940033,1,1
728,410079509001019,41007021581001001S002001A,41007021581001001S,-123.917144775,46.004940033,2,1
730,410079509001019,41007021582001001S001001A,41007021582001001S,-123.916946411,46.004940033,1,1
731,410079509001019,41007021583001001S001001A,41007021583001001S,-123.916732788,46.004940033,1,1
732,410079509001019,41007021584001001S001001A,41007021584001001S,-123.916496277,46.004940033,1,1
733,410079509001019,41007021586001001S001001A,41007021586001001S,-123.916252136,46.0049552917,1,1
